model_name,category,threshold_ratio,neighborhood,mean_delta_num_peaks
deepgazeiie,Action,0.6,25,4.085714285714285
deepgazeiie,Affective,0.6,25,4.171428571428572
deepgazeiie,Art,0.6,25,8.285714285714286
deepgazeiie,BlackWhite,0.6,25,4.285714285714286
deepgazeiie,Cartoon,0.6,25,6.2
deepgazeiie,Fractal,0.6,25,6.142857142857143
deepgazeiie,Indoor,0.6,25,7.6
deepgazeiie,Inverted,0.6,25,7.057142857142857
deepgazeiie,Jumbled,0.6,25,6.085714285714285
deepgazeiie,LineDrawing,0.6,25,6.285714285714286
deepgazeiie,LowResolution,0.6,25,6.057142857142857
deepgazeiie,Noisy,0.6,25,6.0
deepgazeiie,Object,0.6,25,5.571428571428571
deepgazeiie,OutdoorManMade,0.6,25,5.885714285714286
deepgazeiie,OutdoorNatural,0.6,25,8.114285714285714
deepgazeiie,Pattern,0.6,25,11.257142857142858
deepgazeiie,Random,0.6,25,5.571428571428571
deepgazeiie,Satelite,0.6,25,8.742857142857142
deepgazeiie,Sketch,0.6,25,5.085714285714285
deepgazeiie,Social,0.6,25,4.571428571428571
samresnet,Action,0.6,25,48.26
samresnet,Affective,0.6,25,51.25
samresnet,Art,0.6,25,68.05
samresnet,BlackWhite,0.6,25,60.51
samresnet,Cartoon,0.6,25,72.58
samresnet,Fractal,0.6,25,83.38
samresnet,Indoor,0.6,25,79.11
samresnet,Inverted,0.6,25,86.14
samresnet,Jumbled,0.6,25,73.19
samresnet,LineDrawing,0.6,25,80.96
samresnet,LowResolution,0.6,25,80.01
samresnet,Noisy,0.6,25,75.72
samresnet,Object,0.6,25,66.68
samresnet,OutdoorManMade,0.6,25,72.77
samresnet,OutdoorNatural,0.6,25,64.02
samresnet,Pattern,0.6,25,78.27
samresnet,Random,0.6,25,69.37
samresnet,Satelite,0.6,25,86.3
samresnet,Sketch,0.6,25,62.91
samresnet,Social,0.6,25,38.28
