model_name,category,threshold_ratio,neighborhood,mean_model_num_peaks
deepgazeiie,Action,0.7,25,6.171428571428572
deepgazeiie,Affective,0.7,25,6.4
deepgazeiie,Art,0.7,25,8.342857142857143
deepgazeiie,BlackWhite,0.7,25,6.857142857142857
deepgazeiie,Cartoon,0.7,25,8.228571428571428
deepgazeiie,Fractal,0.7,25,6.857142857142857
deepgazeiie,Indoor,0.7,25,8.342857142857143
deepgazeiie,Inverted,0.7,25,7.771428571428571
deepgazeiie,Jumbled,0.7,25,8.228571428571428
deepgazeiie,LineDrawing,0.7,25,7.542857142857143
deepgazeiie,LowResolution,0.7,25,6.514285714285714
deepgazeiie,Noisy,0.7,25,8.0
deepgazeiie,Object,0.7,25,7.085714285714285
deepgazeiie,OutdoorManMade,0.7,25,7.2
deepgazeiie,OutdoorNatural,0.7,25,9.142857142857142
deepgazeiie,Pattern,0.7,25,11.542857142857143
deepgazeiie,Random,0.7,25,7.771428571428571
deepgazeiie,Satelite,0.7,25,9.714285714285714
deepgazeiie,Sketch,0.7,25,6.742857142857143
deepgazeiie,Social,0.7,25,6.9714285714285715
samresnet,Action,0.7,25,50.44
samresnet,Affective,0.7,25,53.5
samresnet,Art,0.7,25,71.07
samresnet,BlackWhite,0.7,25,63.07
samresnet,Cartoon,0.7,25,75.42
samresnet,Fractal,0.7,25,85.26
samresnet,Indoor,0.7,25,82.77
samresnet,Inverted,0.7,25,89.41
samresnet,Jumbled,0.7,25,76.21
samresnet,LineDrawing,0.7,25,83.6
samresnet,LowResolution,0.7,25,82.42
samresnet,Noisy,0.7,25,78.58
samresnet,Object,0.7,25,69.55
samresnet,OutdoorManMade,0.7,25,74.94
samresnet,OutdoorNatural,0.7,25,66.51
samresnet,Pattern,0.7,25,80.99
samresnet,Random,0.7,25,72.13
samresnet,Satelite,0.7,25,88.73
samresnet,Sketch,0.7,25,65.68
samresnet,Social,0.7,25,40.33
